Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE
C/C=C/C,[CH3],[CH]=CC,0,C-C,101.4914231
C/C=C/C,[H],[CH2]/C=C/C,3,C-H,86.66652301
C/C=C/C,[H],C/[C]=C/C,6,C-H,107.2143052
COC[C@H](C)O,C[C@H](O)C[O],[CH3],0,C-O,84.91326286
COC[C@H](C)O,C[O],[CH2][C@H](C)O,1,C-O,88.22588287
COC[C@H](C)O,[H],[CH2]OC[C@H](C)O,5,C-H,95.72398791
COC[C@H](C)O,[H],CO[CH][C@H](C)O,8,C-H,95.78799383
COC[C@H](C)O,[H],[CH2][C@H](O)COC,11,C-H,102.0586913
COC[C@H](C)O,[H],COC[C@H](C)[O],14,H-O,105.627335
C/C=C/C(=O)O,[CH3],[CH]=CC(=O)O,0,C-C,103.7347678
C/C=C/C(=O)O,O=[C]O,[CH]=CC,2,C-C,107.4050679
C/C=C/C(=O)O,C/C=C/[C]=O,[OH],4,C-O,110.3160822
C/C=C/C(=O)O,[H],[CH2]/C=C/C(=O)O,5,C-H,85.55206702
C/C=C/C(=O)O,[H],C/[C]=C/C(=O)O,8,C-H,107.8041637
C/C=C/C(=O)O,[H],C/C=[C]/C(=O)O,9,C-H,112.6140202
C/C=C/C(=O)O,[H],C/C=C/C([O])=O,10,H-O,112.4853808
C=CCO,[CH2]O,[CH]=C,1,C-C,96.7549852
C=CCO,[CH2]C=C,[OH],2,C-O,81.18962446
C=CCO,[H],[CH]=CCO,3,C-H,109.534206
C=CCO,[H],C=[C]CO,5,C-H,107.5274322
C=CCO,[H],C=C[CH]O,6,C-H,80.042538
C=CCO,[H],C=CC[O],8,H-O,103.3965405
CC(C)=CC(C)(C)C,C[C](C)C,[CH]=C(C)C,3,C-C,91.94638373
CC(C)=CC(C)(C)C,C[C](C)C=C(C)C,[CH3],4,C-C,71.85103552
CC(C)=CC(C)(C)C,[H],[CH2]C(C)=CC(C)(C)C,7,C-H,87.44275164
CC(C)=CC(C)(C)C,[H],CC(C)=[C]C(C)(C)C,13,C-H,104.5630797
CC(C)=CC(C)(C)C,[H],[CH2]C(C)(C)C=C(C)C,14,C-H,98.55279849
COC(C)(C)CC(C)=O,CC(=O)CC(C)(C)[O],[CH3],0,C-O,83.85402767
COC(C)(C)CC(C)=O,C[C](C)CC(C)=O,C[O],1,C-O,84.93522568
COC(C)(C)CC(C)=O,CO[C](C)CC(C)=O,[CH3],2,C-C,83.70405302
COC(C)(C)CC(C)=O,CO[C](C)C,[CH2]C(C)=O,4,C-C,77.75903275
COC(C)(C)CC(C)=O,C[C]=O,[CH2]C(C)(C)OC,5,C-C,83.07026893
COC(C)(C)CC(C)=O,COC(C)(C)C[C]=O,[CH3],6,C-C,84.88565247
COC(C)(C)CC(C)=O,[H],[CH2]OC(C)(C)CC(C)=O,8,C-H,94.94085668
COC(C)(C)CC(C)=O,[H],COC(C)(C)[CH]C(C)=O,17,C-H,91.55105306
COC(C)(C)CC(C)=O,[H],[CH2]C(=O)CC(C)(C)OC,19,C-H,94.26000942
CC(C)=CC=O,[CH]=C(C)C,[CH]=O,3,C-C,97.59270972
CC(C)=CC=O,[H],CC(C)=C[C]=O,12,C-H,86.62447991
COC=O,[O]C=O,[CH3],0,C-O,94.614552
COC=O,C[O],[CH]=O,1,C-O,101.3439585
COC=O,[H],[CH2]OC=O,3,C-H,98.5327182
COC=O,[H],CO[C]=O,6,C-H,98.63939473
O=C(O)CN1CCCC1,O=[C]CN1CCCC1,[OH],1,C-O,111.4700713
O=C(O)CN1CCCC1,C1CC[N]C1,[CH2]C(=O)O,3,C-N,73.95758323
O=C(O)CN1CCCC1,[H],O=C(O)[CH]N1CCCC1,10,C-H,86.80080993
O=C(O)CN1CCCC1,[H],O=C(O)CN1[CH]CCC1,12,C-H,90.52570336
O=C(O)CN1CCCC1,[H],O=C(O)CN1C[CH]CC1,14,C-H,96.16324421
CC(=O)O[C@H](C)CC(C)C,CC(C)C[C@@H](C)O[C]=O,[CH3],0,C-C,94.13639014
CC(=O)O[C@H](C)CC(C)C,CC(C)C[C@@H](C)[O],C[C]=O,2,C-O,101.9099716
CC(=O)O[C@H](C)CC(C)C,C[CH]C,[CH2][C@@H](C)OC(C)=O,6,C-C,87.48353973
CC(=O)O[C@H](C)CC(C)C,C[CH]C[C@@H](C)OC(C)=O,[CH3],7,C-C,87.7539961
CC(=O)O[C@H](C)CC(C)C,[H],[CH2]C(=O)O[C@H](C)CC(C)C,9,C-H,97.27958273
CC(=O)O[C@H](C)CC(C)C,[H],CC(=O)O[C@H](C)[CH]C(C)C,16,C-H,98.73728613
CC(=O)O[C@H](C)CC(C)C,[H],C[C](C)C[C@@H](C)OC(C)=O,18,C-H,94.75887907
O=C1CCCC(=O)O1,[H],O=C1[CH]CCC(=O)O1,8,C-H,91.8328046
C=Cc1cccc(C=C)c1,C=Cc1c[c]ccc1,[CH]=C,1,C-C,114.0271704
C=Cc1cccc(C=C)c1,[H],[CH]=Cc1cccc(C=C)c1,10,C-H,108.8828516
C=Cc1cccc(C=C)c1,[H],C=[C]c1cccc(C=C)c1,12,C-H,101.7355241
C=Cc1cccc(C=C)c1,[H],C=Cc1c[c]cc(C=C)c1,14,C-H,110.8651526
C=Cc1cccc(C=C)c1,[H],C=Cc1[c]c(C=C)ccc1,19,C-H,109.4124692
CC(=O)OC(C)C,CC(C)O[C]=O,[CH3],0,C-C,94.17466819
CC(=O)OC(C)C,CC(C)[O],C[C]=O,2,C-O,101.9570348
CC(=O)OC(C)C,CC([O])=O,C[CH]C,3,C-O,94.81284485
CC(=O)OC(C)C,C[CH]OC(C)=O,[CH3],4,C-C,88.85715693
CC(=O)OC(C)C,[H],[CH2]C(=O)OC(C)C,6,C-H,97.26515002
CC(=O)OC(C)C,[H],C[C](C)OC(C)=O,9,C-H,97.08317241
CC(=O)CC(C)C,CC(C)C[C]=O,[CH3],0,C-C,84.66351428
CC(=O)CC(C)C,C[C]=O,[CH2]C(C)C,2,C-C,83.98956961
CC(=O)CC(C)C,C[CH]C,[CH2]C(C)=O,3,C-C,81.37662214
CC(=O)CC(C)C,C[CH]CC(C)=O,[CH3],4,C-C,88.19638995
CC(=O)CC(C)C,[H],[CH2]C(=O)CC(C)C,6,C-H,95.11153913
CC(=O)CC(C)C,[H],CC(=O)[CH]C(C)C,9,C-H,90.50625058
CC(=O)CC(C)C,[H],C[C](C)CC(C)=O,11,C-H,96.29753114
C=C(C)O,C=[C]C,[OH],2,C-O,110.8300121
C=C(C)O,[H],[CH]=C(C)O,3,C-H,112.0944427
C=C(C)O,[H],[CH2]C(=C)O,5,C-H,90.60163195
CCCCC(=O)OOC,[CH2]CCC(=O)OOC,[CH3],0,C-C,89.43321019
CCCCC(=O)OOC,[CH2]CC(=O)OOC,[CH2]C,1,C-C,88.09787104
CCCCC(=O)OOC,[CH2]C(=O)OOC,[CH2]CC,2,C-C,85.50563136
CCCCC(=O)OOC,CCCC[C]=O,CO[O],5,C-O,79.04417118
CCCCC(=O)OOC,CCCCC([O])=O,C[O],6,O-O,39.99428612
CCCCC(=O)OOC,[H],[CH2]CCCC(=O)OOC,8,C-H,99.46770661
CCCCC(=O)OOC,[H],C[CH]CCC(=O)OOC,11,C-H,97.13462815
CCCCC(=O)OOC,[H],CC[CH]CC(=O)OOC,13,C-H,97.96545006
CCCCC(=O)OOC,[H],CCC[CH]C(=O)OOC,15,C-H,92.27457094
CCCCC(=O)OOC,[H],[CH2]OOC(=O)CCCC,17,C-H,98.34070044
C=C1C=CC(=O)O1,[H],[CH]=C1C=CC(=O)O1,7,C-H,113.8018947
C=C1C=CC(=O)O1,[H],C=C1[C]=CC(=O)O1,9,C-H,116.2529448
C=C1C=CC(=O)O1,[H],C=C1C=[C]C(=O)O1,10,C-H,118.458639
CCNN(C)C,[CH2]NN(C)C,[CH3],0,C-C,82.41201199
CCNN(C)C,[CH2]C,CN(C)[NH],1,C-N,64.37489329
CCNN(C)C,C[N]C,CC[NH],2,N-N,61.49086193
CCNN(C)C,CCN[N]C,[CH3],3,C-N,63.66016054
CCNN(C)C,[H],[CH2]CNN(C)C,5,C-H,100.2935085
CCNN(C)C,[H],C[CH]NN(C)C,8,C-H,90.27595478
CCNN(C)C,[H],CC[N]N(C)C,10,H-N,78.63252528
CCNN(C)C,[H],[CH2]N(C)NCC,11,C-H,92.85501677
O=C1C=CN=CC1,[H],O=C1C=[C]N=CC1,8,C-H,107.3071765
O=C1C=CN=CC1,[H],O=C1C=CN=[C]C1,9,C-H,101.1732761
O=C1C=CN=CC1,[H],O=C1[CH]C=NC=C1,10,C-H,74.52798891
Nc1cc(N)cc(N)c1,[NH2],Nc1c[c]cc(N)c1,0,C-N,105.5225409
Nc1cc(N)cc(N)c1,[H],[NH]c1cc(N)cc(N)c1,9,H-N,93.22838462
Nc1cc(N)cc(N)c1,[H],Nc1[c]c(N)cc(N)c1,11,C-H,113.6751379
Nc1cccc(N)c1,[NH2],Nc1c[c]ccc1,0,C-N,105.6750256
Nc1cccc(N)c1,[H],[NH]c1cccc(N)c1,8,H-N,92.9968338
Nc1cccc(N)c1,[H],Nc1[c]ccc(N)c1,10,C-H,112.8782014
Nc1cccc(N)c1,[H],Nc1c[c]cc(N)c1,11,C-H,110.405816
Nc1cccc(N)c1,[H],Nc1[c]c(N)ccc1,15,C-H,112.6899487
C=C[C@H](O)CO,[CH2][C@@H](O)C=C,[OH],4,C-O,98.04388869
C=C[C@H](O)CO,[H],[CH]=C[C@H](O)CO,5,C-H,109.3083027
C=C[C@H](O)CO,[H],C=[C][C@H](O)CO,7,C-H,107.7062723
C=C[C@H](O)CO,[H],C=C[C@H]([O])CO,9,H-O,105.6411402
C=C[C@H](O)CO,[H],C=C[C@H](O)[CH]O,10,C-H,93.68207363
C=C[C@H](O)CO,[H],C=C[C@H](O)C[O],12,H-O,103.3224944
O=C1C=CC(=O)O1,[H],O=C1[C]=CC(=O)O1,7,C-H,117.7470438
NC1=N[C@H](O)C=CN1,O[C@@H]1C=CN[C]=N1,[NH2],0,C-N,105.2577322
NC1=N[C@H](O)C=CN1,[H],[NH]C1=N[C@H](O)C=CN1,8,H-N,98.6375122
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H]([O])C=CN1,11,H-O,104.4570307
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H](O)[C]=CN1,12,C-H,113.2904749
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H](O)C=[C]N1,13,C-H,110.1717551
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H](O)C=C[N]1,14,H-N,86.61506727
O=c1ccocc1,[H],O=c1[c]cocc1,7,C-H,115.2301052
O=c1ccocc1,[H],O=c1c[c]occ1,8,C-H,111.4681887
O=C1CCC(=O)O1,[H],O=C1[CH]CC(=O)O1,7,C-H,93.27419278
C=COC(C)=O,CC([O])=O,[CH]=C,1,C-O,105.7415416
C=COC(C)=O,C[C]=O,C=C[O],2,C-O,78.3827767
C=COC(C)=O,C=CO[C]=O,[CH3],3,C-C,96.40671771
C=COC(C)=O,[H],[CH]=COC(C)=O,5,C-H,113.2264689
C=COC(C)=O,[H],C=[C]OC(C)=O,7,C-H,111.5679627
C=COC(C)=O,[H],[CH2]C(=O)OC=C,8,C-H,97.0059888
CCCCC(C)=O,[CH2]CCC(C)=O,[CH3],0,C-C,89.21734709
CCCCC(C)=O,[CH2]CC(C)=O,[CH2]C,1,C-C,87.60464896
CCCCC(C)=O,[CH2]C(C)=O,[CH2]CC,2,C-C,83.07466149
CCCCC(C)=O,C[C]=O,[CH2]CCC,3,C-C,83.65322479
CCCCC(C)=O,CCCC[C]=O,[CH3],4,C-C,85.38891468
CCCCC(C)=O,[H],[CH2]CCCC(C)=O,6,C-H,99.44386127
CCCCC(C)=O,[H],C[CH]CCC(C)=O,9,C-H,96.99845869
CCCCC(C)=O,[H],CC[CH]CC(C)=O,11,C-H,97.72448661
CCCCC(C)=O,[H],CCC[CH]C(C)=O,13,C-H,89.92643226
CCCCC(C)=O,[H],[CH2]C(=O)CCCC,15,C-H,95.01113769
CC(=O)NCCC(=O)O,O=[C]NCCC(=O)O,[CH3],0,C-C,89.56122202
CC(=O)NCCC(=O)O,C[C]=O,[NH]CCC(=O)O,2,C-N,98.71218577
CC(=O)NCCC(=O)O,[CH2]CC(=O)O,CC([NH])=O,3,C-N,97.019794
CC(=O)NCCC(=O)O,[CH2]C(=O)O,[CH2]NC(C)=O,4,C-C,79.00150057
CC(=O)NCCC(=O)O,O=[C]O,[CH2]CNC(C)=O,5,C-C,95.12534433
CC(=O)NCCC(=O)O,CC(=O)NCC[C]=O,[OH],7,C-O,110.3719305
CC(=O)NCCC(=O)O,[H],[CH2]C(=O)NCCC(=O)O,8,C-H,97.39504438
CC(=O)NCCC(=O)O,[H],CC(=O)[N]CCC(=O)O,11,H-N,110.4353089
CC(=O)NCCC(=O)O,[H],CC(=O)N[CH]CC(=O)O,12,C-H,91.96771904
CC(=O)NCCC(=O)O,[H],CC(=O)NC[CH]C(=O)O,14,C-H,92.34547946
CC(=O)NCCC(=O)O,[H],CC(=O)NCCC([O])=O,16,H-O,109.4055666
CC(C)CC(=O)CC(C)C,C[CH]CC(=O)CC(C)C,[CH3],0,C-C,87.84498491
CC(C)CC(=O)CC(C)C,C[CH]C,[CH2]C(=O)CC(C)C,2,C-C,81.04027731
CC(C)CC(=O)CC(C)C,CC(C)C[C]=O,[CH2]C(C)C,3,C-C,83.40473123
CC(C)CC(=O)CC(C)C,[H],C[C](C)CC(=O)CC(C)C,12,C-H,94.5656063
CC(C)CC(=O)CC(C)C,[H],CC(C)[CH]C(=O)CC(C)C,16,C-H,90.22010648
Cc1cccc(N)c1,[CH3],Nc1c[c]ccc1,0,C-C,102.3040473
Cc1cccc(N)c1,[NH2],Cc1c[c]ccc1,5,C-N,105.6831833
Cc1cccc(N)c1,[H],[CH2]c1cccc(N)c1,8,C-H,89.94651255
Cc1cccc(N)c1,[H],Cc1[c]ccc(N)c1,11,C-H,112.048007
Cc1cccc(N)c1,[H],Cc1c[c]cc(N)c1,12,C-H,110.5162576
Cc1cccc(N)c1,[H],Cc1cc[c]c(N)c1,13,C-H,112.0247892
Cc1cccc(N)c1,[H],Cc1cccc([NH])c1,14,H-N,92.522437
Cc1cccc(N)c1,[H],Cc1[c]c(N)ccc1,16,C-H,111.7198198
C[C@@H]1CCC(=O)O1,[H],[CH2][C@@H]1CCC(=O)O1,7,C-H,101.7662721
C[C@@H]1CCC(=O)O1,[H],C[C@@H]1[CH]CC(=O)O1,11,C-H,97.60463239
C[C@@H]1CCC(=O)O1,[H],C[C@@H]1C[CH]C(=O)O1,13,C-H,93.97386531
C[C@H]1CNC[C@@H](C)N1,[H],[CH2][C@H]1CNC[C@@H](C)N1,8,C-H,100.7013893
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1[CH]NC[C@@H](C)N1,12,C-H,91.73114815
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1C[N]C[C@@H](C)N1,14,H-N,99.62521137
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1CN[CH][C@@H](C)N1,15,C-H,91.44500404
C[C@H]1CNC[C@@H](C)N1,[H],[CH2][C@@H]1CNC[C@H](C)N1,18,C-H,101.2805801
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1CNC[C@@H](C)[N]1,21,H-N,93.95817759
Cc1cc(N)cc(N)c1,[CH3],Nc1c[c]cc(N)c1,0,C-C,102.0047255
Cc1cc(N)cc(N)c1,[NH2],Cc1c[c]cc(N)c1,3,C-N,105.4861454
Cc1cc(N)cc(N)c1,[H],[CH2]c1cc(N)cc(N)c1,9,C-H,90.11531247
Cc1cc(N)cc(N)c1,[H],Cc1[c]c(N)cc(N)c1,12,C-H,112.7621123
Cc1cc(N)cc(N)c1,[H],Cc1cc([NH])cc(N)c1,13,H-N,92.74457518
Cc1cc(N)cc(N)c1,[H],Cc1cc(N)[c]c(N)c1,15,C-H,112.9478549
Cc1cccc(O)c1,Oc1c[c]ccc1,[CH3],0,C-C,102.6027416
Cc1cccc(O)c1,[OH],Cc1c[c]ccc1,5,C-O,112.7012439
Cc1cccc(O)c1,[H],[CH2]c1cccc(O)c1,8,C-H,89.88062411
Cc1cccc(O)c1,[H],Cc1[c]ccc(O)c1,11,C-H,112.0316918
Cc1cccc(O)c1,[H],Cc1c[c]cc(O)c1,12,C-H,110.7427883
Cc1cccc(O)c1,[H],Cc1cc[c]c(O)c1,13,C-H,112.008474
Cc1cccc(O)c1,[H],Cc1cccc([O])c1,14,H-O,88.35201218
Cc1cccc(O)c1,[H],Cc1[c]c(O)ccc1,15,C-H,111.7480577
C[C@H]1CCC[C@@H](C)N1,[H],[CH2][C@H]1CCC[C@@H](C)N1,8,C-H,100.7446874
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1[CH]CC[C@@H](C)N1,12,C-H,99.08994619
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1C[CH]C[C@@H](C)N1,14,C-H,97.3962994
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1CC[CH][C@@H](C)N1,16,C-H,99.05041312
C[C@H]1CCC[C@@H](C)N1,[H],[CH2][C@@H]1CCC[C@H](C)N1,19,C-H,100.7377848
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1CCC[C@@H](C)[N]1,22,H-N,94.86681062
CC1CCCCC1,[CH3],[CH]1CCCCC1,0,C-C,88.6532165
CC1CCCCC1,[H],[CH2]C1CCCCC1,7,C-H,100.3920274
CC1CCCCC1,[H],C[C]1CCCCC1,10,C-H,95.50184973
CC1CCCCC1,[H],CC1CC[CH]CC1,15,C-H,97.48101311
Cc1ccncc1,[CH3],[c]1ccncc1,0,C-C,102.9717169
Cc1ccncc1,[H],[CH2]c1ccncc1,7,C-H,90.78737461
Cc1ccncc1,[H],Cc1[c]cncc1,10,C-H,112.1164055
Cc1ccncc1,[H],Cc1c[c]ncc1,11,C-H,105.8745735
CC(C)OC(C)C,C[CH]OC(C)C,[CH3],0,C-C,84.93836322
CC(C)OC(C)C,CC(C)[O],C[CH]C,2,C-O,85.67317626
CC(C)OC(C)C,[H],C[C](C)OC(C)C,9,C-H,92.08757326
C[C@H](CO)O[C@H](C)CO,[CH2][C@@H](C)O[C@H](C)CO,[OH],2,C-O,98.72348093
C[C@H](CO)O[C@H](C)CO,[H],C[C@H]([CH]O)O[C@H](C)CO,12,C-H,94.03473369
C[C@H](CO)O[C@H](C)CO,[H],C[C@H](C[O])O[C@H](C)CO,14,H-O,105.4371997
C[C@@H]1CCCNC1,[H],[CH2][C@@H]1CCCNC1,7,C-H,100.9109773
C[C@@H]1CCCNC1,[H],C[C@@H]1[CH]CCNC1,11,C-H,98.88224071
C[C@@H]1CCCNC1,[H],C[C@@H]1C[CH]CNC1,13,C-H,98.53020816
C[C@@H]1CCCNC1,[H],C[C@@H]1CC[CH]NC1,15,C-H,90.56774646
C[C@@H]1CCCNC1,[H],C[C@@H]1CCC[N]C1,17,H-N,94.30016999
C[C@@H]1CCCNC1,[H],C[C@H]1[CH]NCCC1,18,C-H,92.32351664
C[C@H](N)CN(C)C,C[N]C,[CH2][C@H](C)N,3,C-N,80.83068931
C[C@H](N)CN(C)C,C[N]C[C@H](C)N,[CH3],4,C-N,79.00526563
C[C@H](N)CN(C)C,[H],[CH2][C@H](N)CN(C)C,6,C-H,100.7151945
C[C@H](N)CN(C)C,[H],C[C@H]([NH])CN(C)C,10,H-N,100.193107
C[C@H](N)CN(C)C,[H],C[C@H](N)[CH]N(C)C,12,C-H,94.84233777
C[C@H](N)CN(C)C,[H],[CH2]N(C)C[C@H](C)N,14,C-H,92.45466602
C[C@@H]1COC(=O)O1,[H],[CH2][C@@H]1COC(=O)O1,7,C-H,102.3988011
C[C@@H]1COC(=O)O1,[H],C[C@@H]1[CH]OC(=O)O1,11,C-H,96.14065389
C[C@@H]1CCN[C@H](C)C1,[H],[CH2][C@@H]1CCN[C@H](C)C1,8,C-H,100.4723485
C[C@@H]1CCN[C@H](C)C1,[H],C[C@@H]1[CH]CN[C@H](C)C1,12,C-H,99.14202944
C[C@@H]1CCN[C@H](C)C1,[H],C[C@@H]1C[CH]N[C@H](C)C1,14,C-H,90.58092415
C[C@@H]1CCN[C@H](C)C1,[H],C[C@@H]1CC[N][C@H](C)C1,16,H-N,94.7118159
C[C@@H]1CCN[C@H](C)C1,[H],[CH2][C@@H]1C[C@H](C)CCN1,18,C-H,100.8262636
C[C@@H]1CCN[C@H](C)C1,[H],C[C@H]1[CH][C@@H](C)NCC1,21,C-H,99.29639665
CC(C)CC(C)C,C[CH]CC(C)C,[CH3],0,C-C,86.93509686
CC(C)CC(C)C,C[CH]C,[CH2]C(C)C,2,C-C,85.7666751
CC(C)CC(C)C,[H],C[C](C)CC(C)C,9,C-H,94.70805084
CC(C)CC(C)C,[H],CC(C)[CH]C(C)C,13,C-H,97.84559584
CC(C)NC(C)C,C[CH]NC(C)C,[CH3],0,C-C,80.74534808
CC(C)NC(C)C,C[CH]C,CC(C)[NH],2,C-N,81.83156616
CC(C)NC(C)C,[H],C[C](C)NC(C)C,9,C-H,88.55658012
CC(C)NC(C)C,[H],CC(C)[N]C(C)C,13,H-N,93.59735991
C[C@H](O)CN(C)C,C[N]C,[CH2][C@H](C)O,3,C-N,82.81675529
C[C@H](O)CN(C)C,C[N]C[C@H](C)O,[CH3],4,C-N,79.15022021
C[C@H](O)CN(C)C,[H],[CH2][C@H](O)CN(C)C,6,C-H,101.450635
C[C@H](O)CN(C)C,[H],C[C@H](O)[CH]N(C)C,11,C-H,94.09999462
C[C@H](O)CN(C)C,[H],[CH2]N(C)C[C@H](C)O,13,C-H,92.36179469
NC(=O)CC(N)=O,NC(=O)C[C]=O,[NH2],0,C-N,104.3578842
NC(=O)CC(N)=O,[H],NC(=O)[CH]C(N)=O,8,C-H,92.35300957
CC[C@H](C(=O)O)C(C)C,[CH2][C@H](C(=O)O)C(C)C,[CH3],0,C-C,88.79001346
CC[C@H](C(=O)O)C(C)C,CC[C@H]([C]=O)C(C)C,[OH],4,C-O,110.5193951
CC[C@H](C(=O)O)C(C)C,C[CH][C@H](CC)C(=O)O,[CH3],6,C-C,87.58456867
CC[C@H](C(=O)O)C(C)C,[H],[CH2]C[C@H](C(=O)O)C(C)C,8,C-H,100.0142669
CC[C@H](C(=O)O)C(C)C,[H],C[CH][C@H](C(=O)O)C(C)C,11,C-H,97.26012995
CC[C@H](C(=O)O)C(C)C,[H],CC[C@H](C([O])=O)C(C)C,14,H-O,112.2488099
CC[C@H](C(=O)O)C(C)C,[H],CC[C@@H]([C](C)C)C(=O)O,15,C-H,94.18094328
CC[C@H](CC(C)C)C(=O)O,[CH2][C@H](CC(C)C)C(=O)O,[CH3],0,C-C,90.47048257
CC[C@H](CC(C)C)C(=O)O,[CH2][C@@H](CC)C(=O)O,C[CH]C,3,C-C,86.39292908
CC[C@H](CC(C)C)C(=O)O,C[CH]C[C@@H](CC)C(=O)O,[CH3],4,C-C,87.8023143
CC[C@H](CC(C)C)C(=O)O,CC[C@@H]([C]=O)CC(C)C,[OH],8,C-O,110.8042842
CC[C@H](CC(C)C)C(=O)O,[H],[CH2]C[C@H](CC(C)C)C(=O)O,9,C-H,100.4629359
CC[C@H](CC(C)C)C(=O)O,[H],C[CH][C@H](CC(C)C)C(=O)O,12,C-H,97.84057577
CC[C@H](CC(C)C)C(=O)O,[H],CC[C@H]([CH]C(C)C)C(=O)O,15,C-H,98.4003138
CC[C@H](CC(C)C)C(=O)O,[H],CC[C@H](C[C](C)C)C(=O)O,17,C-H,95.32802974
CC(C)CC(O)CC(C)C,CC(C)C[CH]O,[CH2]C(C)C,3,C-C,84.97224871
CC(C)CC(O)CC(C)C,CC(C)C[CH]CC(C)C,[OH],4,C-O,94.98540982
CC(C)CC(O)CC(C)C,[H],CC(C)C[C](O)CC(C)C,18,C-H,92.62597598
CC(C)CC(O)CC(C)C,[H],CC(C)CC([O])CC(C)C,19,H-O,103.6130311
CC(C)C[C@H](C)O,C[CH]C[C@H](C)O,[CH3],0,C-C,86.38477147
CC(C)C[C@H](C)O,[CH2][C@H](C)O,C[CH]C,2,C-C,86.65585536
CC(C)C[C@H](C)O,[H],C[C](C)C[C@H](C)O,9,C-H,93.89166163
CC(C)C[C@H](C)O,[H],CC(C)[CH][C@H](C)O,13,C-H,97.99180544
CC(C)C[C@H](C)O,[H],[CH2][C@H](O)CC(C)C,16,C-H,100.9580405
CC(C)C[C@H](C)O,[H],CC(C)C[C@H](C)[O],19,H-O,103.9669461
C[C@@H]1CC=CC(=O)O1,[H],[CH2][C@@H]1CC=CC(=O)O1,8,C-H,101.9965679
C[C@@H]1CC=CC(=O)O1,[H],C[C@@H]1[CH]C=CC(=O)O1,12,C-H,84.15962455
C[C@@H]1CC=CC(=O)O1,[H],C[C@@H]1C[C]=CC(=O)O1,14,C-H,109.3089303
C[C@@H]1CC=CC(=O)O1,[H],C[C@@H]1CC=[C]C(=O)O1,15,C-H,113.6042294
CC(C)C[C@H](C)N,C[CH]C[C@H](C)N,[CH3],0,C-C,86.95517715
CC(C)C[C@H](C)N,C[CH]C,[CH2][C@H](C)N,2,C-C,86.42806959
CC(C)C[C@H](C)N,[H],C[C](C)C[C@H](C)N,9,C-H,94.15584292
CC(C)C[C@H](C)N,[H],CC(C)[CH][C@H](C)N,13,C-H,98.274812
CC(C)C[C@H](C)N,[H],[CH2][C@H](N)CC(C)C,16,C-H,100.8344212
CC(C)C[C@H](C)N,[H],CC(C)C[C@H](C)[NH],19,H-N,99.14516698
C[C@@H]1CCC(=O)N1,[H],[CH2][C@@H]1CCC(=O)N1,7,C-H,100.8934071
C[C@@H]1CCC(=O)N1,[H],C[C@@H]1[CH]CC(=O)N1,11,C-H,96.48766637
C[C@@H]1CCC(=O)N1,[H],C[C@@H]1C[CH]C(=O)N1,13,C-H,93.90609434
C[C@@H]1CCC(=O)N1,[H],C[C@@H]1CCC(=O)[N]1,15,H-N,108.1919642
CC1=CC(=O)N=N1,O=C1C=[C]N=N1,[CH3],0,C-C,113.9750872
CC1=CC(=O)N=N1,[H],[CH2]C1=CC(=O)N=N1,7,C-H,83.15686517
CC1=CC(=O)N=N1,[H],CC1=[C]C(=O)N=N1,10,C-H,119.9226175
Cc1cc(C)cc(N)c1,[CH3],Cc1c[c]cc(N)c1,0,C-C,102.1697604
Cc1cc(C)cc(N)c1,[NH2],Cc1c[c]cc(C)c1,6,C-N,105.5896844
Cc1cc(C)cc(N)c1,[H],[CH2]c1cc(C)cc(N)c1,9,C-H,89.87623154
Cc1cc(C)cc(N)c1,[H],Cc1[c]c(C)cc(N)c1,12,C-H,111.9796086
Cc1cc(C)cc(N)c1,[H],Cc1cc(C)cc([NH])c1,17,H-N,92.29025867
CN1CN(C)CN(C)C1,CN1C[N]CN(C)C1,[CH3],0,C-N,84.00525734
CN1CN(C)CN(C)C1,[H],[CH2]N1CN(C)CN(C)C1,9,C-H,91.72299053
CN1CN(C)CN(C)C1,[H],CN1[CH]N(C)CN(C)C1,12,C-H,87.38690334
C=COCC,CC[O],[CH]=C,1,C-O,101.868556
C=COCC,C=C[O],[CH2]C,2,C-O,67.85631322
C=COCC,[CH2]OC=C,[CH3],3,C-C,90.4171443
C=COCC,[H],[CH]=COCC,4,C-H,115.7496826
C=COCC,[H],C=[C]OCC,6,C-H,108.3965322
C=COCC,[H],[CH2]COC=C,9,C-H,101.4707153
NCCNC(=O)O,O=[C]O,[NH]CCN,3,C-N,106.4757271
NCCNC(=O)O,NCCN[C]=O,[OH],5,C-O,112.9497375
NCCNC(=O)O,[H],[NH]CCNC(=O)O,6,H-N,105.9310493
