Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE,BDFE,BDSCFE,SET
C[C@H](O)[C@H](N)CO,[CH2][C@@H](N)[C@H](C)O,[OH],C-O,5,96.29941367,,,
C[C@H](O)[C@H](N)CO,[H],[CH2][C@H](O)[C@H](N)CO,C-H,6,100.3022936,,,
C[C@H](O)[C@H](N)CO,[H],C[C@H]([O])[C@H](N)CO,H-O,10,102.8876307,,,
C[C@H](O)[C@H](N)CO,[H],C[C@H](O)[C@H]([NH])CO,H-N,12,101.7374067,,,
C[C@H](O)[C@H](N)CO,[H],C[C@H](O)[C@H](N)[CH]O,C-H,14,90.93797677,,,
C[C@H](O)[C@H](N)CO,[H],C[C@H](O)[C@H](N)C[O],H-O,16,102.5550509,,,
O=COO,[O]O,[CH]=O,C-O,1,82.58332195,,,
O=COO,[O]C=O,[OH],O-O,2,49.96603163,,,
OC[C@H]1CCCC[C@H]1CO,[CH2][C@H]1CCCC[C@H]1CO,[OH],C-O,0,97.19612403,,,
OC[C@H]1CCCC[C@H]1CO,[CH2][C@@H]1CCCC[C@@H]1CO,[OH],C-O,8,97.19612403,,,
OC[C@H]1CCCC[C@H]1CO,[H],[O]C[C@H]1CCCC[C@H]1CO,H-O,10,103.5904407,,,
OC[C@H]1CCCC[C@H]1CO,[H],O[CH][C@H]1CCCC[C@H]1CO,C-H,11,91.27934167,,,
OC[C@H]1CCCC[C@H]1CO,[H],OC[C@H]1[CH]CCC[C@H]1CO,C-H,14,97.8562635,,,
OC[C@H]1CCCC[C@H]1CO,[H],OC[C@H]1C[CH]CC[C@H]1CO,C-H,16,97.98302031,,,
OC[C@H]1CCCC[C@H]1CO,[H],OC[C@H]1CC[CH]C[C@H]1CO,C-H,18,97.56447181,,,
OC[C@H]1CCCC[C@H]1CO,[H],OC[C@H]1CCC[CH][C@H]1CO,C-H,20,98.170018,,,
OC[C@H]1CCCC[C@H]1CO,[H],O[CH][C@@H]1CCCC[C@@H]1CO,C-H,23,91.25988889,,,
OC[C@H]1CCCC[C@H]1CO,[H],[O]C[C@@H]1CCCC[C@@H]1CO,H-O,25,103.7573581,,,
CCCN,[CH2]CN,[CH3],C-C,0,89.37673438,,,
CCCN,[CH2]C,[CH2]N,C-C,1,80.8652023,,,
CCCN,[CH2]CC,[NH2],C-N,2,86.65020777,,,
CCCN,[H],[CH2]CCN,C-H,3,100.0600751,,,
CCCN,[H],C[CH]CN,C-H,6,97.22247941,,,
CCCN,[H],CC[CH]N,C-H,8,90.3964365,,,
CCCN,[H],CCC[NH],H-N,10,99.06484583,,,
C#CCC,[C]#C,[CH2]C,C-C,1,124.3220831,,,
C#CCC,C#C[CH2],[CH3],C-C,2,79.57818134,,,
C#CCC,[H],[C]#CCC,C-H,3,131.5629094,,,
C#CCC,[H],C#C[CH]C,C-H,4,87.76466376,,,
C#CCC,[H],C#CC[CH2],C-H,6,101.2849727,,,
C=C(C)CC(C)(C)C,C=[C]CC(C)(C)C,[CH3],C-C,1,96.29251107,,,
C=C(C)CC(C)(C)C,C=[C]C,[CH2]C(C)(C)C,C-C,2,95.85639231,,,
C=C(C)CC(C)(C)C,C[C](C)C,[CH2]C(=C)C,C-C,3,71.780127,,,
C=C(C)CC(C)(C)C,C=C(C)C[C](C)C,[CH3],C-C,4,84.85239449,,,
C=C(C)CC(C)(C)C,[H],[CH]=C(C)CC(C)(C)C,C-H,7,109.8253702,,,
C=C(C)CC(C)(C)C,[H],[CH2]C(=C)CC(C)(C)C,C-H,9,87.01165296,,,
C=C(C)CC(C)(C)C,[H],C=C(C)[CH]C(C)(C)C,C-H,12,88.77620827,,,
C=C(C)CC(C)(C)C,[H],[CH2]C(C)(C)CC(=C)C,C-H,14,99.42440849,,,
C[C@H](O)CC(C)(C)O,[CH2][C@H](C)O,C[C](C)O,C-C,3,86.50901825,,,
C[C@H](O)CC(C)(C)O,C[C](O)C[C@H](C)O,[CH3],C-C,4,83.55847093,,,
C[C@H](O)CC(C)(C)O,C[C](C)C[C@H](C)O,[OH],C-O,6,97.32350835,,,
C[C@H](O)CC(C)(C)O,[H],[CH2][C@H](O)CC(C)(C)O,C-H,7,101.5033458,,,
C[C@H](O)CC(C)(C)O,[H],C[C@H]([O])CC(C)(C)O,H-O,11,104.169004,,,
C[C@H](O)CC(C)(C)O,[H],C[C@H](O)[CH]C(C)(C)O,C-H,12,99.05794323,,,
C[C@H](O)CC(C)(C)O,[H],C[C@H](O)CC(C)(C)[O],H-O,20,105.0468891,,,
C[C@H](O)CC=O,[CH2][C@H](C)O,[CH]=O,C-C,3,83.65887237,,,
C[C@H](O)CC=O,[H],[CH2][C@H](O)CC=O,C-H,5,100.9768658,,,
C[C@H](O)CC=O,[H],C[C@H]([O])CC=O,H-O,9,104.3955348,,,
C[C@H](O)CC=O,[H],C[C@H](O)[CH]C=O,C-H,10,89.14706609,,,
C[C@H](O)CC=O,[H],C[C@H](O)C[C]=O,C-H,12,87.64104449,,,
COc1ccc(O)cc1O,[O]c1ccc(O)cc1O,[CH3],C-O,0,55.51760376,,,
COc1ccc(O)cc1O,C[O],Oc1[c]ccc(O)c1,C-O,1,102.8154671,,,
COc1ccc(O)cc1O,COc1cc[c]cc1O,[OH],C-O,5,112.1929616,,,
COc1ccc(O)cc1O,COc1[c]cc(O)cc1,[OH],C-O,8,116.2190594,,,
COc1ccc(O)cc1O,[H],[CH2]Oc1ccc(O)cc1O,C-H,10,96.56422247,,,
COc1ccc(O)cc1O,[H],COc1[c]cc(O)cc1O,C-H,13,110.9097057,,,
COc1ccc(O)cc1O,[H],COc1c[c]c(O)cc1O,C-H,14,112.6830461,,,
COc1ccc(O)cc1O,[H],COc1ccc([O])cc1O,H-O,15,84.0579681,,,
COc1ccc(O)cc1O,[H],COc1ccc(O)[c]c1O,C-H,16,114.2204432,,,
COc1ccc(O)cc1O,[H],COc1ccc(O)cc1[O],H-O,17,86.01516867,,,
COc1ccc(CN)cc1,[CH3],NCc1ccc([O])cc1,C-O,0,67.9454195,,,
COc1ccc(CN)cc1,C[O],NCc1cc[c]cc1,C-O,1,101.8691836,,,
COc1ccc(CN)cc1,[CH2]N,COc1cc[c]cc1,C-C,5,94.79652961,,,
COc1ccc(CN)cc1,[CH2]c1ccc(OC)cc1,[NH2],C-N,6,75.28350975,,,
COc1ccc(CN)cc1,[H],[CH2]Oc1ccc(CN)cc1,C-H,10,96.52092434,,,
COc1ccc(CN)cc1,[H],COc1[c]cc(CN)cc1,C-H,13,112.9911531,,,
COc1ccc(CN)cc1,[H],COc1c[c]c(CN)cc1,C-H,14,110.026173,,,
COc1ccc(CN)cc1,[H],COc1ccc([CH]N)cc1,C-H,15,79.54555088,,,
COc1ccc(CN)cc1,[H],COc1ccc(C[NH])cc1,H-N,17,99.16399225,,,
C=CC#N,[H],[CH]=CC#N,C-H,3,111.6100058,,,
C=CC#N,[H],C=[C]C#N,C-H,5,104.9063271,,,
C=CC(=O)NC(C)(C)C,[H],[CH]=CC(=O)NC(C)(C)C,C-H,8,109.3723087,,,
C=CC(=O)NC(C)(C)C,[H],C=[C]C(=O)NC(C)(C)C,C-H,10,108.3312712,,,
C=CC(=O)NC(C)(C)C,[H],C=CC(=O)[N]C(C)(C)C,H-N,11,108.1097606,,,
NCCC(=O)O,[CH2]CC(=O)O,[NH2],C-N,0,86.78637723,,,
NCCC(=O)O,[CH2]C(=O)O,[CH2]N,C-C,1,78.43297742,,,
NCCC(=O)O,O=[C]O,[CH2]CN,C-C,2,95.01553025,,,
NCCC(=O)O,NCC[C]=O,[OH],C-O,4,111.5020742,,,
NCCC(=O)O,[H],[NH]CCC(=O)O,H-N,5,99.56120545,,,
NCCC(=O)O,[H],N[CH]CC(=O)O,C-H,7,90.90973887,,,
NCCC(=O)O,[H],NC[CH]C(=O)O,C-H,9,92.8223863,,,
NCCC(=O)O,[H],NCCC([O])=O,H-O,11,112.115778,,,
CC(C)CCN,C[CH]CCN,[CH3],C-C,0,87.02106559,,,
CC(C)CCN,C[CH]C,[CH2]CN,C-C,2,85.4598232,,,
CC(C)CCN,[CH2]C(C)C,[CH2]N,C-C,3,80.59098087,,,
CC(C)CCN,[CH2]CC(C)C,[NH2],C-N,4,85.46547078,,,
CC(C)CCN,[H],C[C](C)CCN,C-H,8,94.67479287,,,
CC(C)CCN,[H],CC(C)[CH]CN,C-H,12,97.23502959,,,
CC(C)CCN,[H],CC(C)C[CH]N,C-H,14,89.91199956,,,
CC(C)CCN,[H],CC(C)CC[NH],H-N,16,98.18194067,,,
C#C[C@H](O)c1ccccc1,[H],[C]#C[C@H](O)c1ccccc1,C-H,10,131.5039236,,,
C#C[C@H](O)c1ccccc1,[H],C#C[C@H]([O])c1ccccc1,H-O,12,105.3587611,,,
C#C[C@H](O)c1ccccc1,[H],C#C[C@H](O)c1[c]cccc1,C-H,13,111.2196952,,,
C#C[C@H](O)c1ccccc1,[H],C#C[C@H](O)c1c[c]ccc1,C-H,14,111.0847807,,,
C#C[C@H](O)c1ccccc1,[H],C#C[C@H](O)c1cc[c]cc1,C-H,15,111.2887212,,,
O=CC=O,[CH]=O,[CH]=O,C-C,1,71.40989669,,,
C/C=C/C,[CH3],[CH]=CC,C-C,0,101.4914231,,,
C/C=C/C,[H],[CH2]/C=C/C,C-H,3,86.66652301,,,
C/C=C/C,[H],C/[C]=C/C,C-H,6,107.2143052,,,
COC[C@H](C)O,C[C@H](O)C[O],[CH3],C-O,0,84.91326286,,,
COC[C@H](C)O,C[O],[CH2][C@H](C)O,C-O,1,88.22588287,,,
COC[C@H](C)O,[H],[CH2]OC[C@H](C)O,C-H,5,95.72398791,,,
COC[C@H](C)O,[H],CO[CH][C@H](C)O,C-H,8,95.78799383,,,
COC[C@H](C)O,[H],[CH2][C@H](O)COC,C-H,11,102.0586913,,,
COC[C@H](C)O,[H],COC[C@H](C)[O],H-O,14,105.627335,,,
C/C=C/C(=O)O,[CH3],[CH]=CC(=O)O,C-C,0,103.7347678,,,
C/C=C/C(=O)O,O=[C]O,[CH]=CC,C-C,2,107.4050679,,,
C/C=C/C(=O)O,C/C=C/[C]=O,[OH],C-O,4,110.3160822,,,
C/C=C/C(=O)O,[H],[CH2]/C=C/C(=O)O,C-H,5,85.55206702,,,
C/C=C/C(=O)O,[H],C/[C]=C/C(=O)O,C-H,8,107.8041637,,,
C/C=C/C(=O)O,[H],C/C=[C]/C(=O)O,C-H,9,112.6140202,,,
C/C=C/C(=O)O,[H],C/C=C/C([O])=O,H-O,10,112.4853808,,,
C=CCO,[CH2]O,[CH]=C,C-C,1,96.7549852,,,
C=CCO,[CH2]C=C,[OH],C-O,2,81.18962446,,,
C=CCO,[H],[CH]=CCO,C-H,3,109.534206,,,
C=CCO,[H],C=[C]CO,C-H,5,107.5274322,,,
C=CCO,[H],C=C[CH]O,C-H,6,80.042538,,,
C=CCO,[H],C=CC[O],H-O,8,103.3965405,,,
CC(C)=CC(C)(C)C,C[C](C)C,[CH]=C(C)C,C-C,3,91.94638373,,,
CC(C)=CC(C)(C)C,C[C](C)C=C(C)C,[CH3],C-C,4,71.85103552,,,
CC(C)=CC(C)(C)C,[H],[CH2]C(C)=CC(C)(C)C,C-H,7,87.44275164,,,
CC(C)=CC(C)(C)C,[H],CC(C)=[C]C(C)(C)C,C-H,13,104.5630797,,,
CC(C)=CC(C)(C)C,[H],[CH2]C(C)(C)C=C(C)C,C-H,14,98.55279849,,,
COC(C)(C)CC(C)=O,CC(=O)CC(C)(C)[O],[CH3],C-O,0,83.85402767,,,
COC(C)(C)CC(C)=O,C[C](C)CC(C)=O,C[O],C-O,1,84.93522568,,,
COC(C)(C)CC(C)=O,CO[C](C)CC(C)=O,[CH3],C-C,2,83.70405302,,,
COC(C)(C)CC(C)=O,CO[C](C)C,[CH2]C(C)=O,C-C,4,77.75903275,,,
COC(C)(C)CC(C)=O,C[C]=O,[CH2]C(C)(C)OC,C-C,5,83.07026893,,,
COC(C)(C)CC(C)=O,COC(C)(C)C[C]=O,[CH3],C-C,6,84.88565247,,,
COC(C)(C)CC(C)=O,[H],[CH2]OC(C)(C)CC(C)=O,C-H,8,94.94085668,,,
COC(C)(C)CC(C)=O,[H],COC(C)(C)[CH]C(C)=O,C-H,17,91.55105306,,,
COC(C)(C)CC(C)=O,[H],[CH2]C(=O)CC(C)(C)OC,C-H,19,94.26000942,,,
CC(C)=CC=O,[CH]=C(C)C,[CH]=O,C-C,3,97.59270972,,,
CC(C)=CC=O,[H],CC(C)=C[C]=O,C-H,12,86.62447991,,,
COC=O,[O]C=O,[CH3],C-O,0,94.614552,,,
COC=O,C[O],[CH]=O,C-O,1,101.3439585,,,
COC=O,[H],[CH2]OC=O,C-H,3,98.5327182,,,
COC=O,[H],CO[C]=O,C-H,6,98.63939473,,,
O=C(O)CN1CCCC1,O=[C]CN1CCCC1,[OH],C-O,1,111.4700713,,,
O=C(O)CN1CCCC1,C1CC[N]C1,[CH2]C(=O)O,C-N,3,73.95758323,,,
O=C(O)CN1CCCC1,[H],O=C(O)[CH]N1CCCC1,C-H,10,86.80080993,,,
O=C(O)CN1CCCC1,[H],O=C(O)CN1[CH]CCC1,C-H,12,90.52570336,,,
O=C(O)CN1CCCC1,[H],O=C(O)CN1C[CH]CC1,C-H,14,96.16324421,,,
CC(=O)O[C@H](C)CC(C)C,CC(C)C[C@@H](C)O[C]=O,[CH3],C-C,0,94.13639014,,,
CC(=O)O[C@H](C)CC(C)C,CC(C)C[C@@H](C)[O],C[C]=O,C-O,2,101.9099716,,,
CC(=O)O[C@H](C)CC(C)C,C[CH]C,[CH2][C@@H](C)OC(C)=O,C-C,6,87.48353973,,,
CC(=O)O[C@H](C)CC(C)C,C[CH]C[C@@H](C)OC(C)=O,[CH3],C-C,7,87.7539961,,,
CC(=O)O[C@H](C)CC(C)C,[H],[CH2]C(=O)O[C@H](C)CC(C)C,C-H,9,97.27958273,,,
CC(=O)O[C@H](C)CC(C)C,[H],CC(=O)O[C@H](C)[CH]C(C)C,C-H,16,98.73728613,,,
CC(=O)O[C@H](C)CC(C)C,[H],C[C](C)C[C@@H](C)OC(C)=O,C-H,18,94.75887907,,,
O=C1CCCC(=O)O1,[H],O=C1[CH]CCC(=O)O1,C-H,8,91.8328046,,,
C=Cc1cccc(C=C)c1,C=Cc1c[c]ccc1,[CH]=C,C-C,1,114.0271704,,,
C=Cc1cccc(C=C)c1,[H],[CH]=Cc1cccc(C=C)c1,C-H,10,108.8828516,,,
C=Cc1cccc(C=C)c1,[H],C=[C]c1cccc(C=C)c1,C-H,12,101.7355241,,,
C=Cc1cccc(C=C)c1,[H],C=Cc1c[c]cc(C=C)c1,C-H,14,110.8651526,,,
C=Cc1cccc(C=C)c1,[H],C=Cc1[c]c(C=C)ccc1,C-H,19,109.4124692,,,
CC(=O)OC(C)C,CC(C)O[C]=O,[CH3],C-C,0,94.17466819,,,
CC(=O)OC(C)C,CC(C)[O],C[C]=O,C-O,2,101.9570348,,,
CC(=O)OC(C)C,CC([O])=O,C[CH]C,C-O,3,94.81284485,,,
CC(=O)OC(C)C,C[CH]OC(C)=O,[CH3],C-C,4,88.85715693,,,
CC(=O)OC(C)C,[H],[CH2]C(=O)OC(C)C,C-H,6,97.26515002,,,
CC(=O)OC(C)C,[H],C[C](C)OC(C)=O,C-H,9,97.08317241,,,
CC(=O)CC(C)C,CC(C)C[C]=O,[CH3],C-C,0,84.66351428,,,
CC(=O)CC(C)C,C[C]=O,[CH2]C(C)C,C-C,2,83.98956961,,,
CC(=O)CC(C)C,C[CH]C,[CH2]C(C)=O,C-C,3,81.37662214,,,
CC(=O)CC(C)C,C[CH]CC(C)=O,[CH3],C-C,4,88.19638995,,,
CC(=O)CC(C)C,[H],[CH2]C(=O)CC(C)C,C-H,6,95.11153913,,,
CC(=O)CC(C)C,[H],CC(=O)[CH]C(C)C,C-H,9,90.50625058,,,
CC(=O)CC(C)C,[H],C[C](C)CC(C)=O,C-H,11,96.29753114,,,
C=C(C)O,C=[C]C,[OH],C-O,2,110.8300121,,,
C=C(C)O,[H],[CH]=C(C)O,C-H,3,112.0944427,,,
C=C(C)O,[H],[CH2]C(=C)O,C-H,5,90.60163195,,,
CCCCC(=O)OOC,[CH2]CCC(=O)OOC,[CH3],C-C,0,89.43321019,,,
CCCCC(=O)OOC,[CH2]CC(=O)OOC,[CH2]C,C-C,1,88.09787104,,,
CCCCC(=O)OOC,[CH2]C(=O)OOC,[CH2]CC,C-C,2,85.50563136,,,
CCCCC(=O)OOC,CCCC[C]=O,CO[O],C-O,5,79.04417118,,,
CCCCC(=O)OOC,CCCCC([O])=O,C[O],O-O,6,39.99428612,,,
CCCCC(=O)OOC,[H],[CH2]CCCC(=O)OOC,C-H,8,99.46770661,,,
CCCCC(=O)OOC,[H],C[CH]CCC(=O)OOC,C-H,11,97.13462815,,,
CCCCC(=O)OOC,[H],CC[CH]CC(=O)OOC,C-H,13,97.96545006,,,
CCCCC(=O)OOC,[H],CCC[CH]C(=O)OOC,C-H,15,92.27457094,,,
CCCCC(=O)OOC,[H],[CH2]OOC(=O)CCCC,C-H,17,98.34070044,,,
C=C1C=CC(=O)O1,[H],[CH]=C1C=CC(=O)O1,C-H,7,113.8018947,,,
C=C1C=CC(=O)O1,[H],C=C1[C]=CC(=O)O1,C-H,9,116.2529448,,,
C=C1C=CC(=O)O1,[H],C=C1C=[C]C(=O)O1,C-H,10,118.458639,,,
CCNN(C)C,[CH2]NN(C)C,[CH3],C-C,0,82.41201199,,,
CCNN(C)C,[CH2]C,CN(C)[NH],C-N,1,64.37489329,,,
CCNN(C)C,C[N]C,CC[NH],N-N,2,61.49086193,,,
CCNN(C)C,CCN[N]C,[CH3],C-N,3,63.66016054,,,
CCNN(C)C,[H],[CH2]CNN(C)C,C-H,5,100.2935085,,,
CCNN(C)C,[H],C[CH]NN(C)C,C-H,8,90.27595478,,,
CCNN(C)C,[H],CC[N]N(C)C,H-N,10,78.63252528,,,
CCNN(C)C,[H],[CH2]N(C)NCC,C-H,11,92.85501677,,,
O=C1C=CN=CC1,[H],O=C1C=[C]N=CC1,C-H,8,107.3071765,,,
O=C1C=CN=CC1,[H],O=C1C=CN=[C]C1,C-H,9,101.1732761,,,
O=C1C=CN=CC1,[H],O=C1[CH]C=NC=C1,C-H,10,74.52798891,,,
Nc1cc(N)cc(N)c1,[NH2],Nc1c[c]cc(N)c1,C-N,0,105.5225409,,,
Nc1cc(N)cc(N)c1,[H],[NH]c1cc(N)cc(N)c1,H-N,9,93.22838462,,,
Nc1cc(N)cc(N)c1,[H],Nc1[c]c(N)cc(N)c1,C-H,11,113.6751379,,,
Nc1cccc(N)c1,[NH2],Nc1c[c]ccc1,C-N,0,105.6750256,,,
Nc1cccc(N)c1,[H],[NH]c1cccc(N)c1,H-N,8,92.9968338,,,
Nc1cccc(N)c1,[H],Nc1[c]ccc(N)c1,C-H,10,112.8782014,,,
Nc1cccc(N)c1,[H],Nc1c[c]cc(N)c1,C-H,11,110.405816,,,
Nc1cccc(N)c1,[H],Nc1[c]c(N)ccc1,C-H,15,112.6899487,,,
C=C[C@H](O)CO,[CH2][C@@H](O)C=C,[OH],C-O,4,98.04388869,,,
C=C[C@H](O)CO,[H],[CH]=C[C@H](O)CO,C-H,5,109.3083027,,,
C=C[C@H](O)CO,[H],C=[C][C@H](O)CO,C-H,7,107.7062723,,,
C=C[C@H](O)CO,[H],C=C[C@H]([O])CO,H-O,9,105.6411402,,,
C=C[C@H](O)CO,[H],C=C[C@H](O)[CH]O,C-H,10,93.68207363,,,
C=C[C@H](O)CO,[H],C=C[C@H](O)C[O],H-O,12,103.3224944,,,
O=C1C=CC(=O)O1,[H],O=C1[C]=CC(=O)O1,C-H,7,117.7470438,,,
NC1=N[C@H](O)C=CN1,O[C@@H]1C=CN[C]=N1,[NH2],C-N,0,105.2577322,,,
NC1=N[C@H](O)C=CN1,[H],[NH]C1=N[C@H](O)C=CN1,H-N,8,98.6375122,,,
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H]([O])C=CN1,H-O,11,104.4570307,,,
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H](O)[C]=CN1,C-H,12,113.2904749,,,
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H](O)C=[C]N1,C-H,13,110.1717551,,,
NC1=N[C@H](O)C=CN1,[H],NC1=N[C@H](O)C=C[N]1,H-N,14,86.61506727,,,
O=c1ccocc1,[H],O=c1[c]cocc1,C-H,7,115.2301052,,,
O=c1ccocc1,[H],O=c1c[c]occ1,C-H,8,111.4681887,,,
O=C1CCC(=O)O1,[H],O=C1[CH]CC(=O)O1,C-H,7,93.27419278,,,
C=COC(C)=O,CC([O])=O,[CH]=C,C-O,1,105.7415416,,,
C=COC(C)=O,C[C]=O,C=C[O],C-O,2,78.3827767,,,
C=COC(C)=O,C=CO[C]=O,[CH3],C-C,3,96.40671771,,,
C=COC(C)=O,[H],[CH]=COC(C)=O,C-H,5,113.2264689,,,
C=COC(C)=O,[H],C=[C]OC(C)=O,C-H,7,111.5679627,,,
C=COC(C)=O,[H],[CH2]C(=O)OC=C,C-H,8,97.0059888,,,
CCCCC(C)=O,[CH2]CCC(C)=O,[CH3],C-C,0,89.21734709,,,
CCCCC(C)=O,[CH2]CC(C)=O,[CH2]C,C-C,1,87.60464896,,,
CCCCC(C)=O,[CH2]C(C)=O,[CH2]CC,C-C,2,83.07466149,,,
CCCCC(C)=O,C[C]=O,[CH2]CCC,C-C,3,83.65322479,,,
CCCCC(C)=O,CCCC[C]=O,[CH3],C-C,4,85.38891468,,,
CCCCC(C)=O,[H],[CH2]CCCC(C)=O,C-H,6,99.44386127,,,
CCCCC(C)=O,[H],C[CH]CCC(C)=O,C-H,9,96.99845869,,,
CCCCC(C)=O,[H],CC[CH]CC(C)=O,C-H,11,97.72448661,,,
CCCCC(C)=O,[H],CCC[CH]C(C)=O,C-H,13,89.92643226,,,
CCCCC(C)=O,[H],[CH2]C(=O)CCCC,C-H,15,95.01113769,,,
CC(=O)NCCC(=O)O,O=[C]NCCC(=O)O,[CH3],C-C,0,89.56122202,,,
CC(=O)NCCC(=O)O,C[C]=O,[NH]CCC(=O)O,C-N,2,98.71218577,,,
CC(=O)NCCC(=O)O,[CH2]CC(=O)O,CC([NH])=O,C-N,3,97.019794,,,
CC(=O)NCCC(=O)O,[CH2]C(=O)O,[CH2]NC(C)=O,C-C,4,79.00150057,,,
CC(=O)NCCC(=O)O,O=[C]O,[CH2]CNC(C)=O,C-C,5,95.12534433,,,
CC(=O)NCCC(=O)O,CC(=O)NCC[C]=O,[OH],C-O,7,110.3719305,,,
CC(=O)NCCC(=O)O,[H],[CH2]C(=O)NCCC(=O)O,C-H,8,97.39504438,,,
CC(=O)NCCC(=O)O,[H],CC(=O)[N]CCC(=O)O,H-N,11,110.4353089,,,
CC(=O)NCCC(=O)O,[H],CC(=O)N[CH]CC(=O)O,C-H,12,91.96771904,,,
CC(=O)NCCC(=O)O,[H],CC(=O)NC[CH]C(=O)O,C-H,14,92.34547946,,,
CC(=O)NCCC(=O)O,[H],CC(=O)NCCC([O])=O,H-O,16,109.4055666,,,
CC(C)CC(=O)CC(C)C,C[CH]CC(=O)CC(C)C,[CH3],C-C,0,87.84498491,,,
CC(C)CC(=O)CC(C)C,C[CH]C,[CH2]C(=O)CC(C)C,C-C,2,81.04027731,,,
CC(C)CC(=O)CC(C)C,CC(C)C[C]=O,[CH2]C(C)C,C-C,3,83.40473123,,,
CC(C)CC(=O)CC(C)C,[H],C[C](C)CC(=O)CC(C)C,C-H,12,94.5656063,,,
CC(C)CC(=O)CC(C)C,[H],CC(C)[CH]C(=O)CC(C)C,C-H,16,90.22010648,,,
Cc1cccc(N)c1,[CH3],Nc1c[c]ccc1,C-C,0,102.3040473,,,
Cc1cccc(N)c1,[NH2],Cc1c[c]ccc1,C-N,5,105.6831833,,,
Cc1cccc(N)c1,[H],[CH2]c1cccc(N)c1,C-H,8,89.94651255,,,
Cc1cccc(N)c1,[H],Cc1[c]ccc(N)c1,C-H,11,112.048007,,,
Cc1cccc(N)c1,[H],Cc1c[c]cc(N)c1,C-H,12,110.5162576,,,
Cc1cccc(N)c1,[H],Cc1cc[c]c(N)c1,C-H,13,112.0247892,,,
Cc1cccc(N)c1,[H],Cc1cccc([NH])c1,H-N,14,92.522437,,,
Cc1cccc(N)c1,[H],Cc1[c]c(N)ccc1,C-H,16,111.7198198,,,
C[C@@H]1CCC(=O)O1,[H],[CH2][C@@H]1CCC(=O)O1,C-H,7,101.7662721,,,
C[C@@H]1CCC(=O)O1,[H],C[C@@H]1[CH]CC(=O)O1,C-H,11,97.60463239,,,
C[C@@H]1CCC(=O)O1,[H],C[C@@H]1C[CH]C(=O)O1,C-H,13,93.97386531,,,
C[C@H]1CNC[C@@H](C)N1,[H],[CH2][C@H]1CNC[C@@H](C)N1,C-H,8,100.7013893,,,
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1[CH]NC[C@@H](C)N1,C-H,12,91.73114815,,,
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1C[N]C[C@@H](C)N1,H-N,14,99.62521137,,,
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1CN[CH][C@@H](C)N1,C-H,15,91.44500404,,,
C[C@H]1CNC[C@@H](C)N1,[H],[CH2][C@@H]1CNC[C@H](C)N1,C-H,18,101.2805801,,,
C[C@H]1CNC[C@@H](C)N1,[H],C[C@H]1CNC[C@@H](C)[N]1,H-N,21,93.95817759,,,
Cc1cc(N)cc(N)c1,[CH3],Nc1c[c]cc(N)c1,C-C,0,102.0047255,,,
Cc1cc(N)cc(N)c1,[NH2],Cc1c[c]cc(N)c1,C-N,3,105.4861454,,,
Cc1cc(N)cc(N)c1,[H],[CH2]c1cc(N)cc(N)c1,C-H,9,90.11531247,,,
Cc1cc(N)cc(N)c1,[H],Cc1[c]c(N)cc(N)c1,C-H,12,112.7621123,,,
Cc1cc(N)cc(N)c1,[H],Cc1cc([NH])cc(N)c1,H-N,13,92.74457518,,,
Cc1cc(N)cc(N)c1,[H],Cc1cc(N)[c]c(N)c1,C-H,15,112.9478549,,,
Cc1cccc(O)c1,Oc1c[c]ccc1,[CH3],C-C,0,102.6027416,,,
Cc1cccc(O)c1,[OH],Cc1c[c]ccc1,C-O,5,112.7012439,,,
Cc1cccc(O)c1,[H],[CH2]c1cccc(O)c1,C-H,8,89.88062411,,,
Cc1cccc(O)c1,[H],Cc1[c]ccc(O)c1,C-H,11,112.0316918,,,
Cc1cccc(O)c1,[H],Cc1c[c]cc(O)c1,C-H,12,110.7427883,,,
Cc1cccc(O)c1,[H],Cc1cc[c]c(O)c1,C-H,13,112.008474,,,
Cc1cccc(O)c1,[H],Cc1cccc([O])c1,H-O,14,88.35201218,,,
Cc1cccc(O)c1,[H],Cc1[c]c(O)ccc1,C-H,15,111.7480577,,,
C[C@H]1CCC[C@@H](C)N1,[H],[CH2][C@H]1CCC[C@@H](C)N1,C-H,8,100.7446874,,,
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1[CH]CC[C@@H](C)N1,C-H,12,99.08994619,,,
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1C[CH]C[C@@H](C)N1,C-H,14,97.3962994,,,
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1CC[CH][C@@H](C)N1,C-H,16,99.05041312,,,
C[C@H]1CCC[C@@H](C)N1,[H],[CH2][C@@H]1CCC[C@H](C)N1,C-H,19,100.7377848,,,
C[C@H]1CCC[C@@H](C)N1,[H],C[C@H]1CCC[C@@H](C)[N]1,H-N,22,94.86681062,,,
CC1CCCCC1,[CH3],[CH]1CCCCC1,C-C,0,88.6532165,,,
